,product,Name,Stars,Title,Date,Verification,Description
517,"(Refurbished) boAt Airdopes 161 In-Ear TWS Earbuds with ASAP Charge, Wireless, 17H Playtime, IWP , Immersive Audio, IPX5, Touch Control, with Mic (Cool Sapphire)",Mohsin cp,4.0,Average,23 January 2024,Verified Purchase,"It's not too great as it promises,but it give a pleasant smell when entering the car. Its smell slightly fades within 2 weeks"
518,"(Refurbished) boAt Airdopes 161 In-Ear TWS Earbuds with ASAP Charge, Wireless, 17H Playtime, IWP , Immersive Audio, IPX5, Touch Control, with Mic (Cool Sapphire)",snehil verma,3.0,Review,27 February 2024,Verified Purchase,The fragrance is good but not as good as French Wood
519,"(Refurbished) boAt Airdopes 161 In-Ear TWS Earbuds with ASAP Charge, Wireless, 17H Playtime, IWP , Immersive Audio, IPX5, Touch Control, with Mic (Cool Sapphire)",Shaayan,5.0,Overpowering !,13 March 2024,Verified Purchase,Overpowering scent. Cant understand why they want us to use between 5 to 30 degree celcius and the summer has already begun.
520,"(Refurbished) boAt Airdopes 161 In-Ear TWS Earbuds with ASAP Charge, Wireless, 17H Playtime, IWP , Immersive Audio, IPX5, Touch Control, with Mic (Cool Sapphire)",Manas,4.0,Scent is good but need refills,3 March 2024,Verified Purchase,Refill oil is not available so seems costly compared to godrej gel
521,"(Refurbished) boAt Airdopes 161 In-Ear TWS Earbuds with ASAP Charge, Wireless, 17H Playtime, IWP , Immersive Audio, IPX5, Touch Control, with Mic (Cool Sapphire)",pawandeep,5.0,Excellent product,20 March 2024,Verified Purchase,Must to keep in ur car my car smells really bad before this I kept this last three months back in my car still its working and feel so good when I entered no bad smell
522,"(Refurbished) boAt Airdopes 161 In-Ear TWS Earbuds with ASAP Charge, Wireless, 17H Playtime, IWP , Immersive Audio, IPX5, Touch Control, with Mic (Cool Sapphire)",Shubham Bathe,5.0,Very effective car freshner,25 March 2024,Verified Purchase,Lasts very very long
523,"(Refurbished) boAt Airdopes 161 In-Ear TWS Earbuds with ASAP Charge, Wireless, 17H Playtime, IWP , Immersive Audio, IPX5, Touch Control, with Mic (Cool Sapphire)",Smit,3.0,Smell is below average.,31 March 2024,Verified Purchase,I Didn't like it much. Now using as a bathroom fragrance. 🤣 Not worth the price.
524,"(Refurbished) boAt Airdopes 161 In-Ear TWS Earbuds with ASAP Charge, Wireless, 17H Playtime, IWP , Immersive Audio, IPX5, Touch Control, with Mic (Cool Sapphire)",Vivekanand Raikar,4.0,Involve One Musk,4 April 2024,Verified Purchase,Product fragrance is good while shipping the product is little bit damaged.
525,"(Refurbished) boAt Airdopes 161 In-Ear TWS Earbuds with ASAP Charge, Wireless, 17H Playtime, IWP , Immersive Audio, IPX5, Touch Control, with Mic (Cool Sapphire)",Shine K.,4.0,Soothing fragrance,6 March 2024,Verified Purchase,"Musk has always been my favorite and this brand is unique. Unlike others where u get the package either in gel form or liquid form, this is something sort of hard sponge like one, this lasts a longer than the rest. However, u need to understand carefully perfumes work best with AC on, you cannot expect them to be equally good with ur windows down.This is a good freshner for ur car."
526,(Refurbished) Dell MS116 1000DPI USB Wired Optical Mouse,Kishore,5.0,Awesome,28 January 2024,Verified Purchase,"""This microfiber cloth is a game-changer for cleaning! The quality is outstanding – it's soft, durable, and does an excellent job removing dust and smudges. I appreciate the versatility, whether it's for my electronics or household surfaces. A must-have for keeping everything clean and scratch-free!"""
527,(Refurbished) Dell MS116 1000DPI USB Wired Optical Mouse,Lyju E.,4.0,Value for money,15 February 2024,Verified Purchase,Does the job well. Does not leave any spot. However stitches on the edge came after the first use.
528,(Refurbished) Dell MS116 1000DPI USB Wired Optical Mouse,Rupesh,5.0,Good,5 February 2024,Verified Purchase,Good quality material with good absorption power. Suitable for vehicle.
529,(Refurbished) Dell MS116 1000DPI USB Wired Optical Mouse,Priteshsoni,5.0,Good product,1 April 2024,Verified Purchase,Nice product good soft item👌🏻
530,(Refurbished) Dell MS116 1000DPI USB Wired Optical Mouse,Abdul Razak,3.0,Poor quality material,5 March 2024,Verified Purchase,"Purchased in February 2024, the quality of the material is poor. There is no discernible difference between this material and a regular towel."
531,(Refurbished) Dell MS116 1000DPI USB Wired Optical Mouse,Sahil Girish Gurkha,5.0,Worth the money 💰,22 March 2024,Verified Purchase,Best Quality of cloth.. worth buying this cloth for wiping cars and bikes 😊👍
532,(Refurbished) Dell MS116 1000DPI USB Wired Optical Mouse,Doctor,4.0,Fully satisfied,25 February 2024,Verified Purchase,"Excellent product absorbs water better, leaves no watermark"
533,(Refurbished) Dell MS116 1000DPI USB Wired Optical Mouse,Nuthan B.,5.0,Expensive but good,19 March 2024,Verified Purchase,Descent size and looks good. Just started using it.
534,(Refurbished) Dell MS116 1000DPI USB Wired Optical Mouse,Sathish,4.0,Good quality,31 March 2024,Verified Purchase,Good quality
535,(Refurbished) Dell MS116 1000DPI USB Wired Optical Mouse,Amazon Customer,4.0,Protect car color,17 March 2024,Verified Purchase,Very useful & easy to use
536,Quiplash,Vidhi Khandelwal,5.0,Good product,23 March 2024,Verified Purchase,"Easy to use, love the ability to close the lid and make the scent last longer. Musk is a nice scent, neutral and classic."
537,Quiplash,Mahima Dangi,4.0,Best fragrance and long lasting,17 February 2024,Verified Purchase,We have tried number of air freshners for cars and always went back to this particular aqua based fragrance. Not only does it give a refreshing aroma but is also very long lasting. I always go for this product and purchase in advance from Amazon for a small discount.
538,Quiplash,Dilip DNR,3.0,Extremely mild fragrance,18 December 2023,Verified Purchase,"Fragrace is kind of cintol soap or may be lirl if you ever used it. It's good, gives fresh feel but extremely mild even if it's kept open completely.  If you keep it near AC vent then smells slightly better.  I wish the fragrance was stronger."
539,Quiplash,Jay jhaveri,5.0,Best Car freshener ever,6 March 2024,Verified Purchase,Trust me guys but this is the best car freshener ever awasome fragrance and also a high quality product by godrej i personally suggest this product to every car owner also it's a long lasting product thank you godrej................
540,Quiplash,sudipta,1.0,Worthless choice,29 March 2024,Verified Purchase,"Worthless product ! I doubt whether it is a fake one ! NO smell , please do not go for it"
541,Quiplash,ankit agarwal,5.0,My favr fragrance,19 March 2024,Verified Purchase,"Very good fragrance for car. Mild and aromatic.Goes on for a couple of month , so good value for money too !"
542,Quiplash,Spotty,4.0,Bit too Strong,29 March 2024,Verified Purchase,The New Bottle is overpowering. Too much. Too strong.  Maybe it will settle after some use.
543,Quiplash,Placeholder,2.0,Worst product,2 April 2024,Verified Purchase,Perfume smell lasted for 24 hours 😤😡
544,Quiplash,RG,4.0,"Nice smell, bubblegummy",27 February 2024,Verified Purchase,"Nice smell, bubblegummy"
545,Quiplash,syed mudasir,4.0,Good,11 February 2024,Verified Purchase,Smells really nice
546,Volume Control,Monika sharma,5.0,"Gives a nice shine to the car, removes most stains",11 March 2024,Verified Purchase,"Gives a nice shine to the car, removes most stains"
547,Volume Control,rejithrr,4.0,Low cost but not hold the claims,21 February 2024,Verified Purchase,"Eventhough a 3M product it doesn't hold all the claims . Not PH neutral as described , hence you insure to clean and rinse thoroughly leaving no residues on the body . Don't dry in the sun. It has bit of wax that can give a glaze once you dry and immediately buff with dry microfiber . Moderately priced ,suitable for bucket wash . Foam machine  washing - use it undiluted or at 1:1 ratio;  better get another foam washing product."
548,Volume Control,Vijay verma,5.0,Product is very good quality,28 March 2024,Verified Purchase,Product is very good quality and easy to use
549,Volume Control,Jayaprakash,5.0,Great product to wash,21 March 2024,Verified Purchase,Subtle smell.  Good car wash and best ever I used till now.
550,Volume Control,Nishant,5.0,Best shampoo for car,27 March 2024,Verified Purchase,"Best shampoo for car I am using it since 7,8year don't think go for it"
551,Volume Control,Amazon Customer,4.0,Good cleaning for car,18 March 2024,Verified Purchase,It will be use with sponge for better results
552,Volume Control,Sandeep Hegde,3.0,Product is good packaging is poor,26 December 2023,Verified Purchase,"The bottle was leaking and the lid was damaged. I kept the product with me because leakage was around 50 ml, but request the seller to put tight cello tape on the cap so the shampoo should not spill"
553,Volume Control,KDP,5.0,Great product,29 March 2024,Verified Purchase,Value for money
554,Volume Control,B M Pillai,4.0,Price,25 February 2024,Verified Purchase,Good quality product. But price is high.
555,Volume Control,Dadapeer Sanadi,5.0,Vfm n excellent,3 April 2024,Verified Purchase,Good one. Enough foam n soap base for 10ml per wash.
556,AirReceiver,Archit Awasthi,5.0,Very Useful,22 March 2024,Verified Purchase,"The product has so many use. We can remove rust, and also it help in removing sticker from car. I purchased a small varient and it can became helpful in various things"
557,AirReceiver,Ravindran.K.K,4.0,Loozen wd40,23 March 2024,Verified Purchase,Good product
558,AirReceiver,Vidya Doshi,5.0,"Opens all jammed locks,hinges,removes moisture and is very effective",23 March 2024,Verified Purchase,I liked its efficacy though it made my fingers oily
559,AirReceiver,krishna,5.0,Good product,27 March 2024,Verified Purchase,Good product
560,AirReceiver,Aravindhan,3.0,Not so easy to use,27 February 2024,Verified Purchase,"I used the straw given for spraying, but its not so good. instead of straw they could have given a folding one like the one in HIT. Product wise it is good but the design can be better. I get the same Mosquito spray smell. Please wear a mask while applying."
561,AirReceiver,Customer,4.0,Go for it,31 December 2023,Verified Purchase,Easy to use & works efficiently. Wash away the rust in 1 min. I use this monthly for drawer channels.And my drawers goes in & comes out like melted butter
562,AirReceiver,Gayathri SasiKumar,5.0,Pidilite WD-40,17 March 2024,Verified Purchase,Very useful product
563,AirReceiver,Ramesh G,5.0,Handy spray,16 March 2024,Verified Purchase,It is a versatile spray to remove stuck nuts grit avoid sweaking sounds lubricate hinges etc etc. Must have one
564,AirReceiver,Richa,4.0,WD40,10 March 2024,Verified Purchase,One of the most used and best effective lubricative. There are many uses of it. One of the must product that you need to have it in kitchen wardrobe garage etc.
565,AirReceiver,Alisha,4.0,Good,11 March 2024,Verified Purchase,Spray and let it set for 30-40 mins then use steel scrubber.Smells like baygon though.
566,Smarter IP TV Player Pro Original,Amazon Customer,5.0,Title: Keep Your Car Interior Spotless with 3M Foaming Car Interior Cleaner,6 March 2024,Verified Purchase,"Title: Keep Your Car Interior Spotless with 3M Foaming Car Interior CleanerI recently tried out the 3M Foaming Car Interior Cleaner, and I must say, it's a game-changer when it comes to keeping my car's interior looking pristine. This powerful cleaner effortlessly removes tough stains from upholstery and leather, leaving behind a fresh and clean scent.First and foremost, let's talk about effectiveness. The foaming action of this cleaner penetrates deep into the fabric, lifting dirt, grime, and stains with ease. Whether it's spills, grease, or stubborn marks, this cleaner tackles them all, restoring upholstery and leather surfaces to their original condition.Moreover, I appreciate the versatility of this cleaner. It's suitable for use on a variety of surfaces, including fabric upholstery, leather seats, carpets, and even plastic panels. This means I can use it to clean the entire interior of my car, saving time and effort by not needing multiple products.The convenience of the foaming formula cannot be overstated. It clings to surfaces, allowing the active ingredients to work their magic without dripping or running. Plus, it's easy to control and target specific areas, ensuring thorough cleaning without wastage.Another standout feature of this cleaner is its gentle yet effective formula. It removes stains without damaging or discoloring the upholstery or leather, leaving behind a clean and fresh surface. Plus, it dries quickly, so I can enjoy a clean car interior in no time.In terms of value for money, the 580g size of this cleaner is generous and long-lasting. A little goes a long way, so I know I'll get plenty of use out of each bottle.Overall, I couldn't be more impressed with the 3M Foaming Car Interior Cleaner. Its powerful cleaning action, versatility, and gentle formula make it a must-have for any car owner looking to keep their vehicle looking its best. Say goodbye to tough stains and hello to a clean and fresh car interior with this fantastic cleaner. Highly recommended!"
567,Smarter IP TV Player Pro Original,Sachin,4.0,"Nice product, but not enough",5 November 2023,Verified Purchase,"This is really good product for cleaning interior of car. But there two negatives.One there is strong smell of chemical and fumes. So keep all car windows and dicky open and do it in open area. Also keep you face away from spray by extending your hand while spraying foam.Secondly, quantity is not enough for complete car cleaning of one car if you want to do seats, dashboard, door panels and roof. You will have to compromise one one or two things from above list as the quantity is less. One big size SUV for light cleaning, one and spray is needed and for deep cleaning two or even 2.5 cans are needed.But the product is worth it, so you can go for it. Also buy a light brush or use old toothbrush and microfiber cloth (2-3  are needed as one gets wet and dirty).Keep windows open while driving after your cleaning."
568,Smarter IP TV Player Pro Original,Suraj Singh,5.0,"Works great, Beautiful Fragrance",13 March 2024,Verified Purchase,I can clearly say that this product is a must have for any one who wants to take care of his/her car. Its helps you clear any debris and spots on you car leather seats. And it smells so so good . It have a fruity smell that makes you never leave your car . Totally love it.
569,Smarter IP TV Player Pro Original,Gaurav P,3.0,"Doesn't work wonders. It's good, not great.",15 February 2024,Verified Purchase,"I tried the product on Yoga mat, sofa, carpet, shoes, shoe sole (the white sole of some leather shoes).Good thing - none of the objects spoiled.Bad thing - the product failed to impress with its cleaning properties.The product was easy to apply. Dont shy away from fully depressing the nozzle. The can takes long to empty . But the cleaning that was provided with so much of foam was not satisfactory. Shoe soles were still dirty, though not as much as before. Yoga mat still had stains of sweat, even after using brush to remove dirt.My toddler vomited on sofa, which I cleaned with this foam. thankfully, there were no stains. But the foam's fragrance came to rescue.Overall, it's a mixed bag of experiences, more towards unsatisfactory."
570,Smarter IP TV Player Pro Original,mohan,5.0,Awesome product,23 March 2024,Verified Purchase,Awesome product to clean ur car seats nd the car dashboard. Wrks superb
571,Smarter IP TV Player Pro Original,Mohseen Aalam,4.0,Good,13 March 2024,Verified Purchase,Good product
572,Smarter IP TV Player Pro Original,Dhyanesh,5.0,Easy to use and worthy,7 February 2024,Verified Purchase,"Basically a foam interior cleaning in car wash costs around 3K,but this one foam spray is enough and easy to clean the interiors and totally worthy. I recommend to use this rather than wasting money in car wash like 5k car care etc.."
573,Smarter IP TV Player Pro Original,Rane,1.0,"Worst product, doesn't clean as claimed.",14 March 2024,Verified Purchase,"I bought this product assuming 3M is a good brand, but I am totally disappointed by this product. It is as good as cleaning with water. I applied it on my sofa and it didn't clean it a bit.Totally waste of money, not worth of 10Rs as well.I did registered complaint as well, but no response and no refund as well"
574,Smarter IP TV Player Pro Original,Placeholder,4.0,Best product,4 February 2024,Verified Purchase,If u want to clean your car ur home then try this
575,Smarter IP TV Player Pro Original,Sunny,3.0,doesn't meet expectations,18 March 2024,Verified Purchase,"The product has been as suggested, but stains are still persists, i did twice and thrice, still stains persists. I guess this product is meant for lighter and recent stains. not for older or little deeper stains. i expected this would have  been good one as this is manufactured by 3M, but lacking in cleaning"
576,Volume Control For Stick,AN,5.0,Very good product,27 March 2024,Verified Purchase,"Does it's working perfectly. Easy to use. Makes the dashboards shine very nicely and smells great too. Whener I use it , the car feels as if it has been serviced and the fragrance is very nice. Been using for past 2 months. Worth the price"
577,Volume Control For Stick,Ansh g.,4.0,"Very good product, only spray issue",28 February 2024,Verified Purchase,Very very good product.Provides instant shine to dull and boring plastic parts inside the car with a lustrous and long lasting shine which actually smells good and not chemically.The only con for which I cut 1 star is that the spray does not scatter the product uniformly (might be because of its thick consistency) which the company should improve on otherwise the product is very very very good.Loved it
578,Volume Control For Stick,Amazon Customer,5.0,Very good cleaner,3 April 2024,Verified Purchase,"Best car interior cleaner ever, really good,must try"
579,Volume Control For Stick,Pakalapati suresh babu,3.0,Good product,2 March 2024,Verified Purchase,Good
580,Volume Control For Stick,Mahesh Prakash,5.0,Amazing product but slight oily,18 December 2023,Verified Purchase,This product works very well but not easy to use in dusty area. Attracts so much dust after uses.
581,Volume Control For Stick,Abhishek,4.0,Value for money,22 January 2024,Verified Purchase,Product is really nice & cleans nicely it's value for money product & I'll definitely buy it again
582,Volume Control For Stick,Ace Maheswaran,5.0,Works on most plastics,2 March 2024,Verified Purchase,Liked the shine it gave to faded dashboards and external hard plastics as well. Car looks cool now. Please cover the windshield etc while spraying as it is getting stuck on the glass surfaces. Hoping the look lasts for a while.
583,Volume Control For Stick,N R,5.0,Good Product,23 March 2024,Verified Purchase,Its really great to have this wonderful dashboard dresser.
584,Volume Control For Stick,Dipalig,4.0,Good product,24 March 2024,Verified Purchase,Final comment when you buy branded products you get result. Good option n no issues found. Certainly can buy vote.
585,Volume Control For Stick,Priyanshu Saxena,4.0,Really good,20 March 2024,Verified Purchase,3M car accessories are the best in the market
586,Sideload Folder: TV Launcher,Rishikesh,5.0,Highly recommended,8 March 2024,Verified Purchase,"shirt is of excellent quality, comfortable and stylish. The fit is near to accurate, making it a great option for everyday wear. The material is durable and worth trying out for anyone looking for a versatile wardrobe staple. Overall, highly recommended."
587,Sideload Folder: TV Launcher,Nilkantha dutta,4.0,Great for casuall occation.,9 March 2024,Verified Purchase,Perfect fitting. Good febric. Absolutely fine product as compared to its price.
588,Sideload Folder: TV Launcher,Rakesh,3.0,Received wrong color product,26 December 2023,Verified Purchase,"Ordered Black with white collar stripe, but received black with blue stripe. But we planned this pattern for a reason, it ruined, otherwise I wouldn’t have concerned about these minor problems.Product quality is fine for the rate."
589,Sideload Folder: TV Launcher,Sachin khetawat,5.0,Nice product,21 March 2024,Verified Purchase,Looks and feel of the T-shirt is good
590,Sideload Folder: TV Launcher,Ramachandran Makesh,4.0,Shoulder size for XXL is less compared to other brands,12 August 2023,Verified Purchase,Chest is 100 cms as mentioned for XXL. But shoulder width 47 cms which is less for a XXL. Most other brands offer 56 cms as shoulder width.People with broad shoulders will find XXL smaller at shoulder level. Fabric quality is okay and the stitching quality and pattern is also okay. Might not last long but looks okay for the price.
591,Sideload Folder: TV Launcher,surinder kumar devgan,5.0,Good Quality Fabric,30 March 2024,Verified Purchase,"Size, fitting and quality very good in this price range."
592,Sideload Folder: TV Launcher,Harish dara,5.0,Fantastic quality,1 April 2024,Verified Purchase,"Quality is very good, and value for money"
593,Sideload Folder: TV Launcher,Mangaldeep,3.0,Quality Matters,26 March 2024,Verified Purchase,Quality is not as expected. 100 jyaada lelo bss quality add kro
594,Sideload Folder: TV Launcher,Thangapandian,4.0,Quality is Worth the price,23 March 2024,Verified Purchase,Hi everyone I bought(march/24). And ordered in Allen Solly tshirts(699) too in same basket. Am doubted about quality of lux. Because am buying this brand in first time @319 rs. The quality is same as of Allen Solly tshirts. I really liked. Unexpected quality match. I felt bad to ordered Allen Solly tshirts. Because we can buy 2 of this in that price. Let's see the duration of the quality of lux cozi
595,Sideload Folder: TV Launcher,Samir,4.0,Good,4 April 2024,Verified Purchase,Nyc t-shirt in this range
596,ScreenCast - Miracast and Google Cast Receiver,Vidula Vaidya,5.0,Panty set.. Very good quality.. Brand jockey of course has to be but fit too good,30 March 2024,Verified Purchase,I loved my panties very good quality n comfortable
597,ScreenCast - Miracast and Google Cast Receiver,Rakesh Raut,4.0,"Jockey 1406 Women's Hipster - Comfortable, Stylish, and StayFresh",28 November 2023,Verified Purchase,"I recently purchased the Jockey 1406 Women's High Coverage Super Combed Cotton Mid Waist Hipster from Amazon, and I'm delighted with the quality, comfort, and thoughtful features.The high coverage design provides a secure and comfortable fit, making these hipsters ideal for everyday wear. The super combed cotton fabric feels soft against the skin, ensuring a pleasant experience throughout the day. The mid-waist style is flattering, offering the right balance between comfort and coverage.The concealed waistband adds a sleek touch to the design, eliminating any irritation or discomfort. The StayFresh treatment is a noteworthy feature, providing confidence in maintaining freshness even during busy days.The pack of three offers a variety of colors and prints, adding a fun and stylish element to your lingerie collection. The quality of stitching and materials reflects Jockey's commitment to durability and longevity. Even after several washes, the colors and fabric hold up well.Jockey 1406 Women's Hipster is a reliable choice for those seeking high-quality, comfortable, and stylish underwear. The pack of three provides excellent value, and the colors and prints add a touch of variety to your lingerie drawer. I highly recommend these hipsters for their comfort and durability."
598,ScreenCast - Miracast and Google Cast Receiver,Caroline Rose,5.0,Quality product,13 March 2024,Verified Purchase,Comfortable product that is very durable
599,ScreenCast - Miracast and Google Cast Receiver,Smiling Symphony,3.0,Colours could be better.,17 March 2024,Verified Purchase,Jockey quality is first class no doubt! Great comfort of hipster panty too but the colours and designs are boring... I got similar looking 2 colours and one dull maroon. I wish they do better in their design dept.
600,ScreenCast - Miracast and Google Cast Receiver,Vaishali,5.0,Size was perfect,20 March 2024,Verified Purchase,Yes it is comfortable. Quality of cloth can use better than this material but in this amount it is usable not that much bad quality.
601,ScreenCast - Miracast and Google Cast Receiver,Roop,4.0,Good,13 March 2024,Verified Purchase,Useful and comfortable product
602,ScreenCast - Miracast and Google Cast Receiver,georgia,5.0,Good,23 March 2024,Verified Purchase,Comfortable on skin and perfect size
603,ScreenCast - Miracast and Google Cast Receiver,Betsy Furtado,1.0,Tempered Package,4 April 2024,Verified Purchase,I received my parcel today and to my surprise the packet was torn from outside.The plastic packet had a big hole which someone had deliberately made to see the contents inside.  Also the box of Jockey panties was fully open from both sides.Unfortunately I didn't click a picture as I was busy with work.
604,ScreenCast - Miracast and Google Cast Receiver,Divya Rana,4.0,Very good 💯,28 March 2024,Verified Purchase,I liked the colors to be honest and even the prints. It's assorted still got good prints. Well people complaining about prints and colors can't help as they are assorted so you get whatever they send. You can either go to jockey store and then pick your suitable style and color for that. But the brand is authentic though.
605,ScreenCast - Miracast and Google Cast Receiver,Rashmi Parte,4.0,Value for Money and Super Comfy,4 April 2024,Verified Purchase,Value for Money and Super Comfy
606,IP Cam Viewer Full,SK,5.0,Good product,27 February 2024,Verified Purchase,"Fitting, material, comfort all are good, worth the money you paid"
607,IP Cam Viewer Full,Jyotiprakash Sahoo,4.0,Good,31 March 2024,Verified Purchase,Comfortable and best quality . But the pouch is kinda small
608,IP Cam Viewer Full,Scooby,5.0,Fit and quality is good!!!,3 April 2024,Verified Purchase,Good quality
609,IP Cam Viewer Full,Hemant Sharma,3.0,Doesn’t feel cozy like Jockey,29 March 2024,Verified Purchase,Too tight and fabric is of average quality
610,IP Cam Viewer Full,Deepak,4.0,Good product,14 March 2024,Verified Purchase,"Material is good but the fitting can be improved a bit. No complaints though. If you are comfortable with Jockey size, this may feel a bit tighter."
611,IP Cam Viewer Full,Anonymous Reviewer,1.0,Groin.rar,26 March 2024,Verified Purchase,Fits perfectly on the waist but is extremely tight down there. They should just sell it as a supporter. Extremely uncomfortable to have it all pressed together all day. Especially when you have been previously using the comfortable Van Heusen ones. This is a waste of money.
612,IP Cam Viewer Full,Ronak Mehta,5.0,comfortable,28 March 2024,Verified Purchase,nice fitting
613,IP Cam Viewer Full,Jasvinder s.,5.0,Smooth Fibric Super quality,25 March 2024,Verified Purchase,"It's been since 20 years , I'm wearing brief underwears , Levi 's too have same deluxe quality like jockey xyxx etc."
614,IP Cam Viewer Full,niranjankumar,4.0,Good product,27 March 2024,Verified Purchase,Nice
615,IP Cam Viewer Full,Kanishk,4.0,Good,21 March 2024,Verified Purchase,Durability not expected
616,AirPlayMirror Receiver,Mandip b.,5.0,Product quality,27 February 2024,Verified Purchase,The product is amazing & comfortable  too
617,AirPlayMirror Receiver,Amazon Customer,4.0,comfortable product,12 March 2024,Verified Purchase,product is nice and soft yet durable
618,AirPlayMirror Receiver,Dewesh kumar mandal,5.0,C,28 February 2024,Verified Purchase,Good material and expected size
619,AirPlayMirror Receiver,B.priyanka,5.0,Nice,17 March 2024,Verified Purchase,Soft nd comfortable
620,AirPlayMirror Receiver,SUMA,3.0,Giving good response,16 March 2024,Verified Purchase,Good
621,AirPlayMirror Receiver,Good,4.0,Best,28 March 2024,Verified Purchase,Good fitting best product
622,AirPlayMirror Receiver,Mohd. Tanzeel,5.0,Nice quality,3 April 2024,Verified Purchase,Very good but need more discount
623,AirPlayMirror Receiver,Puja ghosh,5.0,Matarial quality is very good,4 April 2024,Verified Purchase,It's really nice ☺️Good matarialGood quality
624,AirPlayMirror Receiver,M.Ramakrishna,4.0,Good,15 February 2024,Verified Purchase,Good
625,AirPlayMirror Receiver,Surender Garg,5.0,Excellent product,2 March 2024,Verified Purchase,I had received used product but seller replaced it without any questions.It was new experience and this show honesty or seller and Amazon
626,AirPin PRO - AirPlay & DLNA,Srishti Prajapati,5.0,Comfy yet Cool,1 April 2024,Verified Purchase,This Product is super comfortable and gets you in the desired shape with no hassle.Quality is top notch. And it does not roll over!
627,AirPin PRO - AirPlay & DLNA,Navin Singh,5.0,"Worthy, budget friendly",1 April 2024,Verified Purchase,I have bought branded shapewears too but this one is under budget and yet gives the same level of comfort and shape to body. It is perfect at this price
628,AirPin PRO - AirPlay & DLNA,Srikanya,4.0,Nice fit,30 January 2024,Verified Purchase,"Comfort,cloth was good ."
629,AirPin PRO - AirPlay & DLNA,Mar,5.0,Breathable and does its job well.,13 March 2024,Verified Purchase,My first shapewear purchase and I couldn't be happier.It fits snugly and really shapes my abdomen and back well.Choose your size carefully for a perfect fit.
630,AirPin PRO - AirPlay & DLNA,User,3.0,Average product,9 March 2024,Verified Purchase,Its an average product. Quality of material is also average. Helps to suck in stomach for some extent.
631,AirPin PRO - AirPlay & DLNA,Sandra,5.0,About the nyoon waiste shapeware,21 March 2024,Verified Purchase,Good quality productGood fabricGood comfort while wearingAffordable price
632,AirPin PRO - AirPlay & DLNA,Sravan kumar,5.0,Great product,4 April 2024,Verified Purchase,It fits well and maintains the shape
633,AirPin PRO - AirPlay & DLNA,Amazon Customer,4.0,Nice product,5 March 2024,Verified Purchase,Product is very comfortable yet very amazing. It does what it says
634,AirPin PRO - AirPlay & DLNA,anand,4.0,Gud,29 March 2024,Verified Purchase,It's pretty nyc gud quality & waring is easyBut difference is also their Little much
635,AirPin PRO - AirPlay & DLNA,Mamata,4.0,Good product,24 March 2024,Verified Purchase,Perfect
636,tinyCam PRO - Swiss knife to monitor IP cam,Arvind Singh,5.0,It's so amazing product 😍😍😍,3 March 2024,Verified Purchase,"👖 **Lymio Men Cargo Pants** 👖I recently got my hands on a pair of Lymio Men Cargo Pants (Cargo-05-08), and let me tell you, they exceeded all my expectations! These cargo pants are not only stylish but also incredibly functional.The cotton fabric used is of excellent quality, providing both durability and comfort. Whether I'm running errands or going on an outdoor adventure, these pants keep me feeling comfortable and looking good.What sets these cargo pants apart is their practical design. With multiple spacious pockets, I can easily carry all my essentials without feeling weighed down. From my phone to keys and wallet, there's a designated pocket for everything!The fit is just right, offering enough room for movement without being too baggy. Plus, the attention to detail in the stitching and construction is evident, ensuring these pants will last through countless wears and washes.Overall, Lymio Men Cargo Pants are a must-have addition to any wardrobe. Whether you're a city dweller or an outdoor enthusiast, these pants are sure to become your new go-to choice! 👍👖"
637,tinyCam PRO - Swiss knife to monitor IP cam,Jaideep singh,5.0,Perfect fit,25 March 2024,Verified Purchase,"Lymio Men Cargo Pants are the ultimate blend of style and functionality. Made from comfortable cotton, they offer durability and breathability. With ample pocket space, they provide convenient storage for all your essentials. Whether for casual outings or outdoor adventures, these cargos are a versatile wardrobe staple for men."
638,tinyCam PRO - Swiss knife to monitor IP cam,Manav Vishwas,4.0,Look,2 April 2024,Verified Purchase,Good product quality and nice look compared to other brand option and its also comfortable.
639,tinyCam PRO - Swiss knife to monitor IP cam,Manohar,5.0,Excellent superb cargo pants,19 March 2024,Verified Purchase,I received yesterday my order for black colourVery good fabric with reasonable price  good fitting and stitching.  Cool for summer wear and comfortable for holidays
640,tinyCam PRO - Swiss knife to monitor IP cam,Kumar Harsh,5.0,Very comfy n smart pant,26 March 2024,Verified Purchase,It is a very nice pant . It's comfertable . It looks smart . Fabric is really good . Size is perfect . Colour is also same as shown in image .
641,tinyCam PRO - Swiss knife to monitor IP cam,Chirag,5.0,Qualitative,26 March 2024,Verified Purchase,So far the great cargo pants. Quality is nice. Has pockets and tight zips. Also loved the colour. Fitting is good. Fabric too.
642,tinyCam PRO - Swiss knife to monitor IP cam,"Strongly recommended product. The material used is of very good quality, the colours blue and black are perfect for a dark combo and the adjustable strap at the back makes the cap easy to fit. A perfect product for upcoming summers.",3.0,Good product,9 March 2024,Verified Purchase,"Comfortable cargo and very good material. There are only 2 major negatives:-1. The covering at opening of knee pockets remains open. It does not close by a button or velcro like other cargo pants.2. At waist there is elastic and draw strings and not normal push button with belt loops. Also, there is no zip which can be uncomfortable for many people while going to washroom.If the above 2 points don't bother you go for it. Overall it is a very good product."
